-9.76717,-0.000100001,-11.3276,-1.00E-04,-8.20753,-0.000100001,-12.8751,-0.000100001,-10.1601,-1.00E-04,-10.8083,-0.000100001,-10.8662,-0.0001,-0.00171,-0.0001,-6.67744,-0.000100002,-7.45039,-0.000100002,-7.10709,-0.0001,-8.2122,-0.000100001,-8.73089,-0.0001,-12.5351,-0.000100001,-12.0157,-0.000100002,-11.4073,-0.000100001,-9.64205,-0.000100001,-8.73774,-0.0001,-14.0403,-1.00E-04,-7.80398,-0.0001,-7.26573,-0.000100001,-8.30853,-0.000100001,-8.71725,-0.000100001,-8.21527,-0.0001,-6.94039,-0.0001,-7.58275,-0.0001,-8.74649,-0.0001,-7.98713,-0.000100001,-8.57726,-0.000100002,-8.16117,-0.000100001,-8.41756,-0.000100001,-9.10808,-0.000100001,-12.8254,-0.000100001,-9.41452,-0.000100001,-9.62311,-0.000100001,-9.13368,-0.000100001,-8.37719,-0.000100001,-8.94378,-0.0001,-8.8706,-0.0001,-9.36859,-0.000100001,-9.64932,-0.000100001,-8.43916,-0.000100001,-9.2891,-0.000100001,-6.1322,-0.0001,-6.22746,-0.0001,-6.41572,-0.0001,-11.2974,-1.00E-04,-6.87101,-0.0001
-9.73388,-0.0001,-11.3223,-0.0001,-8.17399,-0.0001,-12.8637,-1.00E-04,-10.1866,-0.0001,-10.765,-0.0001,-10.852,-1.00E-04,-0.00115,-0.0001,-6.59507,-0.0001,-7.3532,-0.000100001,-7.07992,-0.0001,-8.15093,-1.00E-04,-8.71173,-0.0001,-12.505,-1.00E-04,-11.9243,-0.000100001,-11.3218,-0.000100001,-9.61952,-0.0001,-8.72565,-0.0001,-14.1806,-1.00E-04,-7.78953,-0.0001,-7.21974,-0.0001,-8.28471,-0.0001,-8.67675,-0.0001,-8.20148,-0.0001,-6.92345,-0.0001,-7.57445,-0.0001,-8.7254,-0.0001,-7.95646,-0.0001,-8.54052,-0.000100001,-8.1379,-0.0001,-8.38676,-0.0001,-9.06196,-0.0001,-12.7735,-0.0001,-9.38099,-0.0001,-9.58134,-0.0001,-9.1108,-0.0001,-8.35032,-0.0001,-8.92379,-0.0001,-8.85504,-0.0001,-9.33331,-0.0001,-9.59825,-0.0001,-8.39731,-0.0001,-9.24992,-0.0001,-6.12351,-0.0001,-6.22003,-0.0001,-6.40813,-0.0001,-11.3944,-1.00E-04,-6.85985,-0.0001
-9.71004,-0.0001,-11.3406,-1.00E-04,-8.162,-0.0001,-12.8738,-1.00E-04,-10.1773,-0.0001,-10.7541,-0.0001,-10.9316,-0.0001,-0.00169,-0.0001,-6.56993,-0.0001,-7.3076,-0.0001,-7.07273,-0.0001,-8.13102,-0.0001,-8.67457,-0.0001,-12.4923,-0.0001,-11.9076,-1.00E-04,-11.2821,-0.0001,-9.61236,-0.0001,-8.72193,-0.0001,-14.2798,-1.00E-04,-7.78678,-0.0001,-7.177,-0.000100001,-8.27315,-0.0001,-8.65367,-0.0001,-8.19568,-0.0001,-6.91475,-0.0001,-7.57213,-1.00E-04,-8.71978,-0.0001,-7.94298,-0.0001,-8.49527,-0.0001,-8.12529,-0.0001,-8.37073,-0.0001,-9.04032,-0.0001,-12.7559,-0.0001,-9.36909,-0.0001,-9.56333,-0.0001,-9.09941,-0.0001,-8.3394,-0.0001,-8.91376,-0.0001,-8.84494,-0.0001,-9.31835,-0.0001,-9.57361,-0.0001,-8.37823,-0.0001,-9.23383,-0.0001,-6.1192,-0.0001,-6.21622,-0.0001,-6.40404,-0.0001,-11.4514,-1.00E-04,-6.85432,-0.0001
-9.70108,-0.0001,-11.3564,-0.000100001,-8.14844,-0.0001,-12.8771,-0.0001,-10.1751,-0.0001,-10.7461,-0.0001,-10.8938,-0.000100001,-0.00143,-0.0001,-6.5192,-0.000100001,-7.27442,-0.0001,-7.06868,-0.0001,-8.09685,-0.0001,-8.67495,-1.00E-04,-12.4623,-0.0001,-11.8881,-0.000100001,-11.2641,-0.0001,-9.61129,-0.0001,-8.71319,-0.0001,-14.3537,-1.00E-04,-7.78519,-0.0001,-7.33182,-1.00E-04,-8.26387,-0.0001,-8.63979,-0.0001,-8.19214,-0.0001,-6.89996,-0.0001,-7.56879,-0.0001,-8.7207,-0.0001,-7.93052,-0.0001,-8.50166,-0.0001,-8.11739,-0.0001,-8.35941,-0.0001,-9.0286,-0.0001,-12.7418,-0.0001,-9.35885,-0.0001,-9.55144,-0.0001,-9.09032,-0.0001,-8.3317,-0.0001,-8.90677,-0.0001,-8.84046,-0.0001,-9.30707,-0.0001,-9.55842,-0.0001,-8.36635,-0.0001,-9.22403,-0.0001,-6.11617,-0.0001,-6.21376,-0.0001,-6.40075,-0.0001,-11.4818,-1.00E-04,-6.84969,-0.0001
-9.69046,-0.0001,-11.2954,-1.00E-04,-8.14252,-0.0001,-12.8752,-0.0001,-10.1816,-0.0001,-10.7308,-1.00E-04,-10.8764,-0.0001,-0.00117,-0.0001,-6.50315,-1.00E-04,-7.24486,-0.0001,-7.05413,-0.0001,-8.09921,-1.00E-04,-8.66373,-0.0001,-12.4675,-1.00E-04,-11.8509,-0.0001,-11.2352,-1.00E-04,-9.61309,-0.0001,-8.71467,-1.00E-04,-14.3699,-1.00E-04,-7.77491,-0.0001,-7.35378,-0.000100001,-8.25725,-0.0001,-8.62946,-0.0001,-8.18967,-0.0001,-6.89765,-1.00E-04,-7.56917,-0.0001,-8.71079,-0.0001,-7.92268,-0.0001,-8.49067,-0.0001,-8.11152,-0.0001,-8.35294,-0.0001,-9.01774,-0.0001,-12.7289,-0.0001,-9.35142,-0.0001,-9.54142,-0.0001,-9.08311,-0.0001,-8.32439,-0.0001,-8.90231,-0.0001,-8.83617,-0.0001,-9.29866,-0.0001,-9.54703,-0.0001,-8.35971,-0.0001,-9.21692,-0.0001,-6.11401,-0.0001,-6.21172,-0.0001,-6.39852,-0.0001,-11.5128,-1.00E-04,-6.84588,-0.0001
-9.67459,-0.0001,-11.353,-1.00E-04,-8.13955,-0.0001,-12.8769,-0.0001,-10.174,-0.0001,-10.7307,-1.00E-04,-10.8638,-0.0001,-0.00172,-0.0001,-6.50087,-0.0001,-7.23136,-1.00E-04,-7.05104,-0.0001,-8.08995,-0.0001,-8.66555,-0.0001,-12.453,-0.0001,-11.8556,-0.0001,-11.2319,-0.0001,-9.61285,-1.00E-04,-8.71093,-0.0001,-14.4427,-1.00E-04,-7.77419,-0.0001,-7.28119,-0.000100001,-8.25232,-0.0001,-8.62235,-0.0001,-8.18747,-0.0001,-6.88799,-0.0001,-7.56765,-0.0001,-8.70731,-1.00E-04,-7.91768,-0.0001,-8.47367,-0.0001,-8.10712,-0.0001,-8.34809,-0.0001,-9.01008,-0.0001,-12.7212,-0.0001,-9.34665,-0.0001,-9.53483,-0.0001,-9.07837,-0.0001,-8.32003,-0.0001,-8.8979,-0.0001,-8.83297,-0.0001,-9.29114,-0.0001,-9.53831,-0.0001,-8.3555,-0.0001,-9.20802,-0.0001,-6.1121,-0.0001,-6.21014,-0.0001,-6.39734,-0.0001,-11.5347,-1.00E-04,-6.84262,-0.0001
-9.67323,-0.0001,-11.3518,-0.000100001,-8.13422,-0.0001,-12.8826,-1.00E-04,-10.1797,-0.0001,-10.7255,-0.0001,-10.8633,-1.00E-04,-0.00125,-0.0001,-6.46808,-0.0001,-7.22605,-0.000100001,-7.04308,-0.0001,-8.07235,-0.0001,-8.67602,-0.0001,-12.4266,-1.00E-04,-11.8344,-0.0001,-11.2252,-0.0001,-9.61303,-0.0001,-8.70331,-0.0001,-14.4617,-0.0001,-7.77111,-0.0001,-7.24695,-0.000100001,-8.24705,-0.0001,-8.61659,-0.0001,-8.18575,-0.0001,-6.88399,-0.0001,-7.56533,-0.0001,-8.70408,-0.0001,-7.91335,-0.0001,-8.46805,-0.0001,-8.10291,-0.0001,-8.34456,-0.0001,-9.00334,-0.0001,-12.7167,-0.0001,-9.34207,-0.0001,-9.52893,-0.0001,-9.07348,-0.0001,-8.31655,-0.0001,-8.89569,-0.0001,-8.83008,-0.0001,-9.2849,-0.0001,-9.53056,-0.0001,-8.3495,-0.0001,-9.2051,-0.0001,-6.11048,-0.0001,-6.20868,-0.0001,-6.39607,-0.0001,-11.5468,-1.00E-04,-6.84016,-0.0001
-9.66342,-0.0001,-11.3042,-0.0001,-8.13001,-0.0001,-12.8837,-1.00E-04,-10.179,-0.0001,-10.7126,-0.0001,-10.8647,-1.00E-04,-0.00117,-0.0001,-6.45543,-0.0001,-7.19948,-0.0001,-7.03835,-0.0001,-8.07669,-0.0001,-8.65361,-0.0001,-12.4418,-0.0001,-11.8209,-0.0001,-11.2159,-0.0001,-9.61153,-0.0001,-8.70576,-0.0001,-14.4729,-1.00E-04,-7.77119,-0.0001,-7.23993,-0.000100001,-8.24265,-0.0001,-8.61139,-0.0001,-8.18429,-0.0001,-6.88664,-0.0001,-7.56462,-0.0001,-8.6896,-0.0001,-7.9095,-0.0001,-8.46862,-0.000100001,-8.10068,-0.0001,-8.34049,-0.0001,-8.9973,-0.0001,-12.7088,-0.0001,-9.33766,-1.00E-04,-9.52418,-0.0001,-9.06871,-0.0001,-8.31347,-0.0001,-8.89308,-0.0001,-8.82916,-0.0001,-9.28008,-0.0001,-9.5246,-0.0001,-8.3435,-0.0001,-9.19463,-0.0001,-6.10847,-0.0001,-6.20756,-0.0001,-6.39486,-0.0001,-11.5628,-1.00E-04,-6.83738,-0.0001
-9.65643,-0.0001,-11.3576,-1.00E-04,-8.12832,-0.0001,-12.89,-0.0001,-10.169,-0.0001,-10.7131,-0.0001,-10.8664,-0.0001,-0.00168,-0.0001,-6.45028,-0.0001,-7.19455,-0.0001,-7.03671,-0.0001,-8.05279,-0.0001,-8.6505,-0.0001,-12.4039,-0.0001,-11.8544,-0.0001,-11.2154,-1.00E-04,-9.61036,-0.0001,-8.70265,-0.0001,-14.5089,-1.00E-04,-7.76177,-0.0001,-7.20573,-0.0001,-8.23899,-0.0001,-8.60687,-0.0001,-8.18254,-0.0001,-6.87746,-0.0001,-7.56316,-0.0001,-8.68864,-0.0001,-7.90347,-0.0001,-8.45492,-0.0001,-8.09672,-0.0001,-8.33782,-0.0001,-8.99187,-0.0001,-12.7072,-0.0001,-9.33254,-0.0001,-9.51996,-0.0001,-9.06502,-0.0001,-8.31046,-0.0001,-8.89077,-0.0001,-8.82649,-0.0001,-9.27503,-0.0001,-9.51888,-0.0001,-8.33866,-0.0001,-9.1933,-0.0001,-6.10746,-0.0001,-6.20655,-0.0001,-6.3936,-0.0001,-11.5752,-0.0001,-6.83525,-0.0001
-9.65643,-0.0001,-11.3389,-0.0001,-8.12052,-0.0001,-12.8809,-0.0001,-10.1712,-0.0001,-10.709,-0.0001,-10.8658,-0.0001,-0.00117,-0.0001,-6.42887,-0.0001,-7.17101,-0.0001,-7.03039,-0.0001,-8.05597,-0.0001,-8.67539,-0.0001,-12.4044,-1.00E-04,-11.7967,-0.0001,-11.1999,-0.000100001,-9.60895,-0.0001,-8.69806,-0.0001,-14.5163,-0.0001,-7.76009,-1.00E-04,-7.19252,-0.0001,-8.23619,-0.0001,-8.60383,-0.0001,-8.1814,-0.0001,-6.8758,-1.00E-04,-7.55994,-0.0001,-8.67705,-0.0001,-7.89987,-0.0001,-8.4598,-1.00E-04,-8.09471,-0.0001,-8.3357,-0.0001,-8.98814,-0.0001,-12.7004,-0.0001,-9.32851,-0.0001,-9.51577,-0.0001,-9.0613,-0.0001,-8.30633,-0.0001,-8.8882,-0.0001,-8.82526,-0.0001,-9.27228,-0.0001,-9.51443,-0.0001,-8.33536,-0.0001,-9.19536,-0.0001,-6.10613,-0.0001,-6.20544,-0.0001,-6.39276,-0.0001,-11.5735,-0.0001,-6.8332,-0.0001
