564.7080E-6,9.5000E+0,445.5848E-6,9.5000E+0,364.8000E-6,9.5000E+0,346.4979E-6,9.5000E+0,287.0529E-6,9.5000E+0
712.0134E-6,10.0000E+0,548.0446E-6,10.0000E+0,437.7804E-6,10.0000E+0,406.6645E-6,10.0000E+0,336.6626E-6,10.0000E+0
875.8060E-6,10.5000E+0,658.0480E-6,10.5000E+0,514.9241E-6,10.5000E+0,469.0984E-6,10.5000E+0,388.2217E-6,10.5000E+0
999.9959E-6,11.0000E+0,774.5555E-6,11.0000E+0,595.7329E-6,11.0000E+0,533.6567E-6,11.0000E+0,441.6382E-6,11.0000E+0
999.9954E-6,11.5000E+0,897.0994E-6,11.5000E+0,679.8302E-6,11.5000E+0,600.0543E-6,11.5000E+0,496.4333E-6,11.5000E+0
999.9948E-6,12.0000E+0,999.9942E-6,12.0000E+0,766.8347E-6,12.0000E+0,668.4083E-6,12.0000E+0,552.1939E-6,12.0000E+0
999.9947E-6,12.5000E+0,999.9941E-6,12.5000E+0,856.7663E-6,12.5000E+0,738.5002E-6,12.5000E+0,609.2475E-6,12.5000E+0
999.9941E-6,13.0000E+0,999.9938E-6,13.0000E+0,949.5133E-6,13.0000E+0,809.9941E-6,13.0000E+0,667.4969E-6,13.0000E+0
999.9940E-6,13.5000E+0,999.9933E-6,13.5000E+0,999.9925E-6,13.5000E+0,883.2660E-6,13.5000E+0,726.8485E-6,13.5000E+0
999.9931E-6,14.0000E+0,999.9922E-6,14.0000E+0,999.9922E-6,14.0000E+0,958.2188E-6,14.0000E+0,787.3079E-6,14.0000E+0
999.9927E-6,14.5000E+0,999.9920E-6,14.5000E+0,999.9912E-6,14.5000E+0,999.9914E-6,14.5000E+0,848.8572E-6,14.5000E+0
999.9922E-6,15.0000E+0,999.9917E-6,15.0000E+0,999.9912E-6,15.0000E+0,999.9913E-6,15.0000E+0,911.5082E-6,15.0000E+0
999.9921E-6,15.5000E+0,999.9914E-6,15.5000E+0,999.9909E-6,15.5000E+0,999.9909E-6,15.5000E+0,975.1374E-6,15.5000E+0
999.9914E-6,16.0000E+0,999.9906E-6,16.0000E+0,999.9905E-6,16.0000E+0,999.9902E-6,16.0000E+0,999.9898E-6,16.0000E+0
999.9909E-6,16.5000E+0,999.9903E-6,16.5000E+0,999.9902E-6,16.5000E+0,999.9898E-6,16.5000E+0,999.9897E-6,16.5000E+0
999.9903E-6,17.0000E+0,999.9902E-6,17.0000E+0,999.9898E-6,17.0000E+0,999.9893E-6,17.0000E+0,999.9889E-6,17.0000E+0
999.9899E-6,17.5000E+0,999.9892E-6,17.5000E+0,999.9893E-6,17.5000E+0,999.9892E-6,17.5000E+0,999.9888E-6,17.5000E+0
999.9896E-6,18.0000E+0,999.9892E-6,18.0000E+0,999.9888E-6,18.0000E+0,999.9889E-6,18.0000E+0,999.9882E-6,18.0000E+0
999.9891E-6,18.5000E+0,999.9888E-6,18.5000E+0,999.9884E-6,18.5000E+0,999.9882E-6,18.5000E+0,999.9879E-6,18.5000E+0
999.9888E-6,19.0000E+0,999.9879E-6,19.0000E+0,999.9879E-6,19.0000E+0,999.9876E-6,19.0000E+0,999.9874E-6,19.0000E+0
999.9883E-6,19.5000E+0,999.9876E-6,19.5000E+0,999.9871E-6,19.5000E+0,999.9871E-6,19.5000E+0,999.9871E-6,19.5000E+0
999.9877E-6,20.0000E+0,999.9874E-6,20.0000E+0,999.9869E-6,20.0000E+0,999.9870E-6,20.0000E+0,999.9865E-6,20.0000E+0
